STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
17515,M,Creole,BELIZE,BELIZE,ADULT & CONTINUING EDUCATION,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2015-1
17555,F,Creole,BELIZE,BELIZE,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
17556,M,Creole,BELIZE CITY,BELIZE,WESLEY JUNIOR COLLEGE,8/1/2019,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17566,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17568,F,Creole,BELIZE,BELIZE,ST. JOHN'S COLLEGE EXTENSION,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-2
17570,M,Creole,-,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-2
17575,M,Creole,Belize,NULL,ANGLICAN CATHEDRAL COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17576,M,Creole,BELIZE,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17581,M,Creole,BELIZE,BELIZE,EDWARD P. YORKE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-2
17591,M,Creole,BELIZE,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
17603,F,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,In Process,,,2016-1
17640,M,Creole,BELIZE,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17653,M,Creole,BELIZE,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17666,M,Garifuna,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17667,M,Mestizo,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17703,F,Mestizo,BELMOPAN CITY,CAYO,MOUNT CARMEL HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17724,M,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2017-1
17759,F,Garifuna,CAYO DISTRICT,CAYO,DELILLE ACADEMY,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17761,M,Mestizo,-,BELIZE,CAYO CHRISTIAN ACADEMY,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
17762,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
17774,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/24/2017,5/15/2017,2015-1
17802,M,Mayan,BELMOPAN CITY,CAYO,TOLEDO COMMUNITY COLLEGE,8/17/2015,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2016-2
17833,M,Mestizo,BELIZE,BELIZE,CANAAN SDA HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-1
17842,M,Other,-,CAYO,INDEPENDENCE HIGH SCHOOL,8/17/2015,AINT,Information Technology,11,Associate Degree,terminated,,,2015-1
17850,M,Other,BELMOPAN CITY,CAYO,FOREIGN,8/17/2015,AINT,Information Technology,11,Associate Degree,Terminated,,,2015-1
17854,F,Other,BELMOPAN,CAYO,FOREIGN,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-1
17882,M,Mayan,BELIZE,BELIZE,JULIAN CHO TECHNICAL HIGH,8/17/2015,AINT,Information Technology,11,Associate Degree,Dropped,,,2015-1
17888,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2016-1
17904,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
17936,M,Mayan,-,TOLEDO,INDEPENDENCE HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
17945,M,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
17975,M,Mestizo,-,COROZAL,ESCUELA MEXICO JR COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
17981,F,Unknown,-,BELIZE,ST. CATHERINE ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2016-1
18008,M,Unknown,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
18014,M,Unknown,BELMOPAN CITY,CAYO,STANN CREEK ECUMENICAL HIGH SC,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,7/27/2018,2016-1
18043,M,Unknown,-,STANN CREEK,GEORGETOWN TECHNICAL H.S.,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18052,M,Unknown,-,CAYO,BELIZE CHRISTIAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2000-1
18079,M,Unknown,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18081,M,Unknown,-,TOLEDO,CORAZON CREEK TECHNICAL HIGH,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18089,M,Ketchi,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
18096,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18100,M,Unknown,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
18114,M,Unknown,BELIZE CITY,BELIZE,LADYVILLE TECHNICAL HIGH,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,7/27/2018,2016-1
18141,M,Unknown,-,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2016-1
18171,F,Unknown,-,BELIZE,EDWARD P. YORKE,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
18191,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2000-1
18219,M,Unknown,-,BELIZE,NAZARENE HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2016-2
18247,F,Creole,-,TOLEDO,UNIVERSITY OF BELIZE,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2018-2
18269,F,Unknown,BELMOPAN CITY,CAYO,PALLOTTI HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18274,M,Unknown,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
18285,M,Unknown,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,12/12/2019,2016-1
18318,M,Unknown,-,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2016-1
18355,M,Unknown,BELIZE,BELIZE,OCEAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18363,F,Unknown,-,BELIZE,ST. CATHERINE ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18365,M,Unknown,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18385,M,Unknown,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-1
18401,M,Unknown,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18426,M,Unknown,-,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2016-1
18439,M,Unknown,-,BELIZE,SAN PEDRO HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18473,M,Unknown,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2016-1
18501,M,Unknown,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18505,M,East Indian,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2016-1
18533,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18534,F,Unknown,BELMOPAN,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18548,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18549,M,Unknown,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,1/16/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2016-2
18564,M,Unknown,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2016-2
18594,M,Unknown,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,12/10/2018,2016-1
18620,F,Unknown,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2018,5/14/2018,2000-1
18649,M,Mayan,-,BELIZE,OCEAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18659,M,Unknown,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18660,M,Unknown,-,BELIZE,NAZARENE HIGH SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18662,M,Unknown,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2000-1
18700,M,Unknown,-,BELIZE,*WESLEY COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2016-1
18734,F,East Indian,-,BELIZE,EDWARD P. YORKE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18742,M,Unknown,BELMOPAN,CAYO,UNIVERSITY OF BELIZE,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2017-1
18768,F,Unknown,-,CAYO,UNIVERSITY OF BELIZE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
18776,M,Unknown,-,CAYO,SACRED HEART COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2016-1
18805,M,Unknown,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18806,F,Unknown,SAN IGNACIO,CAYO,UNIVERSITY OF BELIZE,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
18813,M,Unknown,SAN PEDRO TOWN,BELIZE,SAN PEDRO JUNIOR COLLEGE,8/15/2016,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
18821,M,Unknown,BELIZE CITY,BELIZE,EXCELSIOR HIGH,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18826,M,Unknown,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/16/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-1
18855,M,Unknown,DANGRIGA TOWN,STANN CREEK,UNIVERSITY OF BELIZE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
18871,M,Garifuna,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/9/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
18880,F,Unknown,-,BELIZE,PALLOTTI HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
18897,M,Mestizo,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
18904,M,Unknown,BELMOPAN,CAYO,UNIVERSITY OF BELIZE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
18913,M,Mestizo,BELMOPAN,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
18916,M,Mestizo,-,CAYO,VOP - SDA ACADEMY,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18926,M,Unknown,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18931,M,Unknown,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18936,M,Unknown,-,BELIZE,CANAAN SDA HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18943,M,Unknown,BELMOPAN,CAYO,ST. JOHN'S COLLEGE JUNIOR COLLEGE,1/4/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
18959,M,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
18969,M,Creole,-,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
18978,M,Mayan,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
19000,M,Mestizo,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/18/2018,AINT,Information Technology,11,Associate Degree,Graduated,,12/9/2022,2018-2
19032,M,Unknown,-,BELIZE,OCEAN ACADEMY,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19042,M,Mayan,-,TOLEDO,STANN CREEK ECUMENICAL HIGH SC,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
19072,F,Creole,-,BELIZE,WESLEY JUNIOR COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19083,M,Creole,BELIZE,BELIZE,CANAAN SDA HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19094,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,In Process,,,2017-1
19136,M,Mestizo,BELMOPAN,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19156,F,Unknown,-,TOLEDO,INDEPENDENCE HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19165,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/14/2017,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
19196,M,Creole,#NAME?,BELIZE,EDWARD P. YORKE,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
19212,M,Unknown,-,CAYO,SACRED HEART COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,In Process,,,2017-1
19253,M,Mestizo,-,BELIZE,OCEAN ACADEMY,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19262,M,Creole,-,BELIZE,LADYVILLE TECHNICAL HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,In Process,,,2018-1
19298,M,Mestizo,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,7/31/2020,2018-1
19325,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
19330,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
19344,M,Mestizo,BENQUE VIEJO TOWN,CAYO,SACRED HEART COLLEGE,1/1/2019,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-2
19357,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
19363,F,Other,SANTA ELENA TOWN,CAYO,EDEN SDA HIGH,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
19373,M,Other,-,CAYO,CAYO CHRISTIAN ACADEMY,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
19376,F,Garifuna,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
19412,M,Other,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
19444,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,ORANGE WALK TECHNICAL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19451,M,Mayan,-,TOLEDO,PROVIDENCE SDA HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19472,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-2
19499,M,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19529,M,Mestizo,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
19542,F,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19549,M,Other,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-2
19575,M,Other,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19598,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-2
19625,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19633,M,Creole,-,BELIZE,EDWARD P. YORKE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
19650,M,Mestizo,-,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2018-1
19676,F,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2019,5/16/2019,2017-1
19702,M,Creole,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19716,M,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
19732,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19752,M,East Indian,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
19769,M,Mestizo,SANTA ELENA TOWN,CAYO,SACRED HEART COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-2
19783,M,Mestizo,BENQUE VEJIO TOWN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,7/23/2021,2000-1
19817,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,7/27/2019,2017-1
19845,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
19850,F,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2017-1
19893,M,Mestizo,-,CAYO,ST. IGNATIUS HIGH SCHOOL EVENING DIVISION,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2017-1
19911,M,Creole,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19918,M,Mestizo,BELMOPAN CITY,BELIZE,EDWARD P. YORKE,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,6/19/2020,2017-2
19954,M,Creole,-,STANN CREEK,DELILLE ACADEMY,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
19979,M,Mayan,-,CAYO,EDEN SDA HIGH,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2017-1
20012,M,Creole,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/14/2017,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
20031,M,Mestizo,-,CAYO,EDEN SDA HIGH,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/24/2020,12/12/2019,2017-1
20058,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2017,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-1
20065,F,Mestizo,-,CAYO,JIREH HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,5/20/2021,2017-1
20101,M,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
20127,M,Garifuna,BELMOPAN CITY,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20132,M,Creole,-,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/14/2017,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20146,M,Mestizo,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-2
20160,M,Creole,-,BELIZE,BELMOPAN METHODIST HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2017-2
20176,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
20182,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
20183,M,Mayan,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,Graduated,10/23/2021,12/9/2020,2000-1
20215,M,Other,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/13/2018,AINT,Information Technology,11,Associate Degree,In Process,,1/17/2023,2000-1
20250,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2018,AINT,Information Technology,11,Associate Degree,Dropped,,,2018-1
